date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:41:18	841898/841898	---M--	200	added ('OK')	text/html	etag:%22cd8aa-4a1ef89067573%22	http://vimdoc.sourceforge.net/htmldoc/version6.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/version6.html	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:22	567001/567001	---M--	200	added ('OK')	text/html	etag:%228a6d9-4a1ef888c6306%22	http://vimdoc.sourceforge.net/htmldoc/version7.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/version7.html	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:23	8436/8436	---M--	200	added ('OK')	text/html	etag:%2220f4-4a1ef8399e801%22	http://vimdoc.sourceforge.net/htmldoc/os_390.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/os_390.html	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:23	8769/8769	---M--	200	added ('OK')	text/html	etag:%222241-4a1ef8399e8e9%22	http://vimdoc.sourceforge.net/htmldoc/os_amiga.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/os_amiga.html	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:24	16104/16104	---M--	200	added ('OK')	text/html	etag:%223ee8-4a1ef83a92a41%22	http://vimdoc.sourceforge.net/htmldoc/os_beos.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/os_beos.html	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:24	19841/19841	---M--	200	added ('OK')	text/html	etag:%224d81-4a1ef83b86cd1%22	http://vimdoc.sourceforge.net/htmldoc/os_msdos.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/os_msdos.html	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:25	12922/12922	---M--	200	added ('OK')	text/html	etag:%22327a-4a1ef83b86cdb%22	http://vimdoc.sourceforge.net/htmldoc/os_os2.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/os_os2.html	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:25	7525/7525	---M--	200	added ('OK')	text/html	etag:%221d65-4a1ef83b86dc4%22	http://vimdoc.sourceforge.net/htmldoc/os_qnx.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/os_qnx.html	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:26	17670/17670	---M--	200	added ('OK')	text/html	etag:%224506-4a1ef83b86e3f%22	http://vimdoc.sourceforge.net/htmldoc/os_risc.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/os_risc.html	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:26	44305/44305	---M--	200	added ('OK')	text/html	etag:%22ad11-4a1ef83d6f140%22	http://vimdoc.sourceforge.net/htmldoc/os_vms.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/os_vms.html	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:27	28014/28014	---M--	200	added ('OK')	text/html	etag:%226d6e-4a1ef83e634c8%22	http://vimdoc.sourceforge.net/htmldoc/pi_getscript.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/pi_getscript.html	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:28	3086/3086	---M--	200	added ('OK')	text/html	etag:%22c0e-4a1ef83f57667%22	http://vimdoc.sourceforge.net/htmldoc/pi_gzip.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/pi_gzip.html	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:30	228418/228418	---M--	200	added ('OK')	text/html	etag:%2237c42-4a1ef8441c731%22	http://vimdoc.sourceforge.net/htmldoc/pi_netrw.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/pi_netrw.html	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:32	4252/4252	---M--	200	added ('OK')	text/html	etag:%22109c-4a1ef8404ba9e%22	http://vimdoc.sourceforge.net/htmldoc/pi_paren.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/pi_paren.html	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:32	9107/9107	---M--	200	added ('OK')	text/html	etag:%222393-4a1ef84233cbd%22	http://vimdoc.sourceforge.net/htmldoc/pi_tar.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/pi_tar.html	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:33	14569/14569	---M--	200	added ('OK')	text/html	etag:%2238e9-4a1ef8441c1b3%22	http://vimdoc.sourceforge.net/htmldoc/pi_vimball.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/pi_vimball.html	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:33	8329/8329	---M--	200	added ('OK')	text/html	etag:%222089-4a1ef8441c733%22	http://vimdoc.sourceforge.net/htmldoc/pi_zip.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/pi_zip.html	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:33	1708/1708	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Mar%202012%2011:41:32%20GMT	http://vimdoc.sourceforge.net/htmldoc/vimrc_example.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/vimrc_example.83.delayed	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:34	1698/1698	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Mar%202012%2011:41:33%20GMT	http://vimdoc.sourceforge.net/htmldoc/tex.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/tex.84.delayed	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:34	1700/1700	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Mar%202012%2011:41:33%20GMT	http://vimdoc.sourceforge.net/htmldoc/2html.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/2html.85.delayed	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:34	1699/1699	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Mar%202012%2011:41:34%20GMT	http://vimdoc.sourceforge.net/htmldoc/menu.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/menu.86.delayed	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:35	1696/1696	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Mar%202012%2011:41:34%20GMT	http://vimdoc.sourceforge.net/htmldoc/c.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/c.87.delayed	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:35	1699/1699	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Mar%202012%2011:41:34%20GMT	http://vimdoc.sourceforge.net/htmldoc/html.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/html.88.delayed	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:35	1699/1699	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Mar%202012%2011:41:34%20GMT	http://vimdoc.sourceforge.net/htmldoc/java.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/java.89.delayed	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:35	1700/1700	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Mar%202012%2011:41:35%20GMT	http://vimdoc.sourceforge.net/htmldoc/nroff.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/nroff.8a.delayed	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:36	1698/1698	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Mar%202012%2011:41:35%20GMT	http://vimdoc.sourceforge.net/htmldoc/asm.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/asm.8b.delayed	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:36	1700/1700	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Mar%202012%2011:41:35%20GMT	http://vimdoc.sourceforge.net/htmldoc/groff.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/groff.8c.delayed	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:36	1698/1698	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Mar%202012%2011:41:35%20GMT	http://vimdoc.sourceforge.net/htmldoc/csh.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/csh.8d.delayed	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:36	1698/1698	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Mar%202012%2011:41:36%20GMT	http://vimdoc.sourceforge.net/htmldoc/one.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/one.8e.delayed	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:37	1698/1698	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Mar%202012%2011:41:36%20GMT	http://vimdoc.sourceforge.net/htmldoc/two.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/two.8f.delayed	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:37	1700/1700	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Mar%202012%2011:41:36%20GMT	http://vimdoc.sourceforge.net/htmldoc/three.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/three.90.delayed	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:37	1699/1699	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Mar%202012%2011:41:36%20GMT	http://vimdoc.sourceforge.net/htmldoc/main.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/main.91.delayed	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:37	1700/1700	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Mar%202012%2011:41:37%20GMT	http://vimdoc.sourceforge.net/htmldoc/mswin.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/mswin.92.delayed	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:38	6799/6799	---M--	200	added ('OK')	text/html	etag:%221a8f-4a1ef8413faed%22	http://vimdoc.sourceforge.net/htmldoc/pi_spec.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/pi_spec.html	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:39	1700/1700	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Mar%202012%2011:41:38%20GMT	http://vimdoc.sourceforge.net/htmldoc/netrw.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/netrw.94.delayed	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:39	1704/1704	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Mar%202012%2011:41:38%20GMT	http://vimdoc.sourceforge.net/htmldoc/spellfile.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/spellfile.95.delayed	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:40	1704/1704	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Mar%202012%2011:41:39%20GMT	http://vimdoc.sourceforge.net/htmldoc/bugreport.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/bugreport.96.delayed	(from http://vimdoc.sourceforge.net/htmldoc/help.html)
13:41:40	1698/1698	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Mar%202012%2011:41:40%20GMT	http://vimdoc.sourceforge.net/htmldoc/rgb.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/rgb.97.delayed	(from http://vimdoc.sourceforge.net/htmldoc/help.html)
13:41:42	28125/28125	---M--	200	added ('OK')	text/html	etag:%226ddd-4a1ef8657d0b9%22	http://vimdoc.sourceforge.net/htmldoc/usr_21.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/usr_21.html	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:42	24417/24417	---M--	200	added ('OK')	text/html	etag:%225f61-4a1ef86f06670%22	http://vimdoc.sourceforge.net/htmldoc/usr_90.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/usr_90.html	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:44	80241/80241	---M--	200	added ('OK')	text/html	etag:%2213971-4a1ef81df7092%22	http://vimdoc.sourceforge.net/htmldoc/cmdline.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/cmdline.html	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:46	59281/59281	---M--	200	added ('OK')	text/html	etag:%22e791-4a1ef8545272d%22	http://vimdoc.sourceforge.net/htmldoc/tagsrch.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/tagsrch.html	(from http://vimdoc.sourceforge.net/htmldoc/usr_toc.html)
13:41:47	94848/94848	---M--	200	added ('OK')	text/html	etag:%2217280-4a1ef849d4f72%22	http://vimdoc.sourceforge.net/htmldoc/quickfix.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/quickfix.html	(from http://vimdoc.sourceforge.net/htmldoc/help.html)
13:41:49	85988/85988	---M--	200	added ('OK')	text/html	etag:%2214fe4-4a1ef832f192b%22	http://vimdoc.sourceforge.net/htmldoc/mbyte.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/mbyte.html	(from http://vimdoc.sourceforge.net/htmldoc/help.html)
13:41:51	11594/11594	---M--	200	added ('OK')	text/html	etag:%222d4a-4a1ef82b50658%22	http://vimdoc.sourceforge.net/htmldoc/if_ole.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/if_ole.html	(from http://vimdoc.sourceforge.net/htmldoc/help.html)
13:41:51	3303/3303	---M--	200	added ('OK')	text/html	etag:%22ce7-4a1ef83a92a74%22	http://vimdoc.sourceforge.net/htmldoc/os_mint.html	D:/Michael_Ohlert/Downloads/Vim_Online_Doc/vimdoc.sourceforge.net/htmldoc/os_mint.html	(from http://vimdoc.sourceforge.net/htmldoc/help.html)
